user,poems
67282,[15177]
67287,[15256]
67297,[3960]
67302,[11829]
67378,[22134]
67379,[18366]
67385,[2928]
67419,[35368]
67439,[1935]
67442,[35801]
67443,[30014]
67444,[100]
67454,"[7827, 29146]"
67493,[3445]
67500,"[22095, 22042]"
67504,[23031]
67505,[9490]
67530,[25615]
67548,[33142]
67552,[953]
67557,[16953]
67563,"[15998, 23417, 80, 3935, 12214, 29030]"
67567,[8499]
67579,[4931]
67583,"[2478, 5058, 14758, 5666, 62, 6334, 109]"
67597,[24442]
67638,[12634]
67651,[25798]
67669,"[37372, 36059]"
67670,[2006]
67674,[52]
67677,[3845]
67678,[10699]
67688,[4157]
67697,"[5, 2452]"
67710,[20642]
67732,"[12787, 12786]"
67734,[129]
67746,[5859]
67764,[3269]
67765,[12911]
67707,[6648]
67786,[51]
67770,[20550]
67787,[35779]
67797,"[922, 63, 26163]"
67804,[4370]
67820,[8202]
67846,[8499]
67851,[35168]
67858,[5672]
67874,[8499]
67886,[8260]
67906,"[19161, 19181, 36364, 36366, 36393, 36321, 36309, 36307, 36298, 36275, 36215, 36213, 36214, 36130, 9559, 36459, 36437, 36456, 36434, 36438, 36449, 36455, 36448, 36439, 36443, 36500, 36499, 32251, 31528, 27484, 27540, 27493, 17635, 14350, 27260, 14243, 27259, 14360, 27262, 28625, 27106, 6706, 5191, 31486, 32248, 33495, 2454, 36524, 36520, 36601]"
67915,[26663]
67916,[13242]
67926,[11576]
67938,[2523]
67956,"[16074, 1522, 30270, 80, 15696, 35184, 2138, 37446, 43997, 43308, 1672, 35984]"
67973,"[9033, 1417, 6386, 35536, 35524]"
68008,[8530]
68014,"[5144, 11545]"
68017,"[8530, 8340]"
68026,[9573]
68030,"[2168, 194, 1085, 2343, 4690, 9490]"
68051,[2523]
68076,"[7581, 5218]"
68087,[8260]
68094,"[9033, 6386]"
68098,[11967]
68103,[29864]
68113,[2510]
68121,[641]
68136,[5672]
68137,[22324]
68138,[9798]
68140,"[1182, 4255, 70, 26743, 1132, 14278, 1176, 1178, 1098, 1121, 1180, 21525, 21531, 21532, 21529, 2178]"
68150,"[38888, 2489, 39128, 35834, 39420, 29638, 38188, 38174, 23586, 21179, 7223]"
68168,[993]
68172,[25617]
68173,[3542]
68178,[6462]
68180,"[16512, 31071, 31892]"
68194,"[2013, 28345, 2459, 2014, 7781, 3443]"
68200,[5672]
68203,[2364]
68211,[183]
68212,[11439]
68218,"[6078, 4884]"
68224,"[10813, 23819]"
68227,[4260]
68234,[35146]
68247,[5276]
68252,[17592]
68256,[34300]
68270,[16572]
68275,"[21652, 6913]"
68277,[5138]
68289,[6038]
68297,[5]
68299,"[25834, 24266]"
68306,[22368]
68332,[5308]
68360,[129]
68363,[4495]
68372,[953]
68373,"[2332, 28195]"
68377,[2038]
68397,[356]
68410,[35249]
68426,[10701]
68438,[17157]
68439,"[18715, 18762]"
68455,"[21057, 290, 1090, 1086]"
68472,"[18868, 14486]"
68477,[4104]
68493,"[30701, 28660]"
68510,[24733]
68544,[1967]
68550,[6076]
68559,"[142, 6295, 14681, 193, 83, 4588, 19856, 2690, 290, 12660, 2669, 10155, 33081, 19068, 19039, 7241, 17771, 22338, 7239, 22337, 2376, 15409, 2670, 2693, 2472, 1362, 5392, 5399, 2473, 3899, 29163, 1276, 2680, 6457, 40, 39, 787, 2681, 4194, 4206, 2685, 1246]"
68560,[246]
68569,"[29813, 17383]"
68588,[129]
68594,[2473]
68600,[10608]
68611,[3927]
68629,"[919, 97, 927, 8280, 8274, 122, 57, 643, 98, 4594, 2170, 61, 911, 916, 666, 195, 8134, 7348, 2166, 3875, 2304, 1369, 553, 634, 11318]"
68659,[2341]
68672,[10495]
68675,[1089]
68678,[2491]
68682,"[78, 35711]"
68685,"[5675, 1371]"
68696,[83]
68700,[12448]
68732,"[6174, 1001]"
68740,[22286]
68750,[1265]
68776,"[28979, 10077]"
68798,"[11989, 6287, 2594, 2595, 32800]"
68812,"[2170, 2166]"
68819,[11759]
68828,[92]
68833,[25819]
68856,[21265]
68863,"[8299, 8308]"
68866,[27228]
68926,[10955]
68941,[299]
68943,[126]
68951,[17826]
68962,[11669]
68986,[38479]
69002,[195]
69016,"[2666, 2652, 34235]"
69021,[15524]
69026,"[144, 535]"
69042,"[6970, 75]"
69047,"[2715, 2716]"
69088,[21489]
69097,"[572, 35264, 661]"
69147,[5124]
69159,[2130]
69160,[8331]
69163,[5463]
69167,[4259]
69172,"[70, 6974, 8341]"
69182,"[25864, 30300]"
69184,[9501]
69190,"[11241, 2548]"
69214,[35145]
69233,"[4747, 4762]"
69245,[7392]
69274,[7146]
69296,[11599]
69318,[24249]
69320,[641]
69331,[4365]
69339,[2376]
69347,[9499]
69350,[15256]
69363,[91]
69365,[203]
69374,[10455]
69384,"[5715, 4594]"
69390,[33483]
69397,[641]
69412,[748]
69419,[16414]
69435,[7640]
69447,"[2887, 3019]"
69452,[925]
69456,"[27838, 27632, 28351, 32811]"
69461,[8530]
69473,[4221]
69476,"[146, 13242, 354, 10743, 5313, 20451, 23959, 4314, 4313, 1472, 8605, 145, 15606, 201, 25968, 25293]"
69486,"[25766, 2513]"
69492,[24762]
69499,[2760]
69513,[5126]
69526,[31684]
69535,[1752]
69536,"[4463, 20198]"
69556,[14119]
69572,[24383]
69580,[19544]
69587,"[23923, 20931]"
69589,[726]
69593,[17197]
69598,[14656]
69600,"[910, 183, 908, 1009]"
69612,[941]
69624,[11439]
69634,[17394]
69643,[94]
69648,[28010]
69653,[35617]
69696,[9784]
69699,[2347]
69709,[1009]
69727,[92]
69728,"[1814, 754, 228, 923, 17771, 4636, 6789, 5546, 9900, 62198, 11676, 45, 5894]"
69755,[17197]
69770,[30090]
69779,"[33233, 7074]"
69780,[36625]
69783,[124]
69786,[35419]
69801,[11095]
69804,[24115]
69820,[8530]
69857,"[6913, 31733, 5462, 6958, 6914]"
69861,"[8481, 11439]"
69881,"[14558, 14567, 28199, 14560, 14573]"
69889,[23767]
69919,"[20, 144, 26920, 28712, 28706, 147]"
69920,[2480]
69958,[37270]
69962,[35144]
70059,[31801]
70065,[4722]
70082,[3461]
70106,"[15216, 1242]"
70126,[9580]
70127,[144]
70147,"[25424, 431]"
70188,[10465]
70206,[6531]
70229,[21188]
70234,[4622]
70236,[1408]
70249,[16416]
70258,"[24929, 2599]"
70266,[5881]
70288,[24929]
70332,[4186]
70341,[2004]
70380,[17391]
70390,[35943]
70396,[23186]
70430,[19424]
70447,[8343]
70455,[9286]
70470,[7279]
70483,[384]
70495,"[1922, 15072]"
70505,"[11327, 8551, 32691, 38961, 2509]"
70507,[6660]
70518,[3927]
70527,[16890]
70537,"[9036, 4247, 11413]"
70538,"[26944, 25778, 26583]"
70556,[5677]
70572,[9954]
70575,"[146, 9598]"
70584,[32851]
70609,[8105]
70632,[28203]
70641,[3927]
70683,[21458]
70698,[11439]
70700,"[9648, 9237, 9235]"
70703,"[9531, 1336, 1337, 1338, 1339, 1340, 1341, 1342, 1343, 1344, 1345, 1346, 1347, 1348, 1349, 1351, 1352, 1353, 1354, 1355, 1356, 1357]"
70707,[11439]
70715,[9648]
70720,[15696]
70728,"[7780, 22495, 13242, 21335]"
70739,[4370]
70741,[9740]
70748,[14230]
70749,[11439]
70769,[925]
70777,[129]
70780,[4465]
70794,[2929]
70798,[100]
70801,[20248]
70803,[5217]
70811,[25059]
70814,[22256]
70823,[20959]
70828,"[13255, 8843]"
70832,"[3444, 3542]"
70835,[6130]
70837,[15072]
70863,[2170]
70867,"[7562, 28603, 72]"
70878,[21262]
70887,[128]
70889,"[8530, 8307, 117, 126, 8348, 8500, 8280]"
70898,[5747]
70904,"[14325, 8381, 12616]"
70905,[597]
70912,[9648]
70917,[9648]
70936,"[661, 578, 25429]"
70938,[6334]
70949,[24772]
71002,[1362]
71070,[10021]
71074,[8255]
71080,[29120]
71081,[2145]
71109,[16299]
71156,[3444]
71182,"[2473, 92, 41531]"
71184,[24224]
71196,[9880]
71197,[183]
71215,"[146, 314, 8611, 10139, 13242, 1461, 23868, 25315, 23869, 2374, 38735, 10764, 2597]"
71217,[5675]
71258,[20115]
71262,[20486]
71283,[897]
71301,[29077]
71310,[9648]
71318,[7580]
71324,[24101]
71349,[194]
71357,[27375]
71365,"[35989, 30273]"
71388,"[2116, 24598]"
71418,[2438]
71448,[15039]
71482,[2911]
71487,[28351]
71511,[6645]
71512,"[36039, 36040, 14780, 34965]"
71523,[32109]
71526,"[3446, 30641]"
71529,"[16425, 6452, 11768, 2472, 21129, 2471, 2468, 13513, 16026, 14387]"
71552,[11676]
71574,[1727]
71598,[15216]
71610,[21925]
71625,"[9166, 9571]"
71626,"[748, 3356, 155]"
71628,"[1922, 24522]"
71661,[2840]
71671,[29387]
71674,[7230]
71677,"[31719, 23407, 10602, 31859, 31889]"
71687,"[18279, 35884, 35897, 35901]"
71695,[5404]
71719,[25834]
71724,[34260]
71733,[999]
71759,[180]
71775,[2717]
71778,[11703]
71781,[2915]
71793,[25555]
71796,[11246]
71823,[3927]
71828,[31376]
71832,[13018]
71836,[8308]
71849,[37568]
71855,"[9238, 4076]"
71864,[8060]
71868,[1114]
71877,[14060]
71887,[31376]
71892,[937]
71902,[3927]
71917,[7230]
71922,[1747]
71935,"[2680, 25887, 6295, 6462, 29035, 6204]"
71937,"[5398, 1370]"
71945,"[5798, 30270]"
71954,[10722]
71960,[8530]
71975,[36095]
71983,[31376]
71994,[2691]
72015,[30341]
72016,[2510]
72050,"[28686, 98, 1079]"
72052,[8460]
72058,[11605]
72088,[32003]
72111,[24584]
72123,[35779]
72126,[2096]
72128,[3927]
72145,[10350]
72152,[28348]
72158,[12]
72168,"[477, 30258]"
72175,[11545]
72199,[16892]
72203,"[35900, 35889, 35884, 35897, 35901, 35882, 35883, 35891, 35892, 35890, 35887, 35885, 35898, 35888, 35899]"
72205,"[35889, 35884, 35897, 35901, 35882, 35883, 35891, 35892, 35886, 35887, 35885, 35898, 35888, 35899, 35900]"
72210,"[23301, 23300]"
72215,"[17, 12, 2599]"
72237,"[19422, 19443, 19456, 19440]"
72240,[30252]
72262,[1368]
72267,[126]
72273,[10955]
72285,"[4588, 18324, 2690, 24104, 61, 609, 558]"
72293,[5786]
72295,[29046]
72304,[29751]
72308,[29771]
72318,"[9744, 681]"
72350,"[9871, 10368]"
72366,[29360]
72370,"[5372, 12323]"
72379,[8341]
72386,[9571]
72405,[8940]
72428,[28981]
72436,"[18095, 18099]"
72465,[19550]
72472,"[34685, 27621, 35830, 25051, 35978, 25049, 30004, 32810, 24643, 37298, 37528, 37516, 38210, 40251, 38944, 28942, 40457, 24630, 29567, 25063, 25056, 26774, 27765, 27715, 25150, 29295, 24677, 25047]"
72492,[5141]
72500,[3927]
72503,[21263]
72533,[31485]
72556,"[1519, 1522]"
72571,"[18454, 29864, 36039, 31412]"
72575,[15072]
72578,[16396]
72581,"[2168, 2376, 2170]"
72586,[3437]
72594,[23602]
72600,[9229]
72621,[10183]
72633,[5657]
72635,[31291]
72657,[26689]
72665,"[1901, 24729]"
72677,[19382]
72680,"[25624, 2492, 54, 27506, 35272]"
72681,[15438]
72688,[21862]
72695,[28069]
72698,[8530]
72702,[982]
72716,[1900]
72719,"[28945, 4613, 24769]"
72737,"[36057, 34767]"
72752,"[1242, 1009, 546]"
72780,"[30350, 21057]"
72827,[8274]
72834,[28609]
72836,[4931]
72857,[2497]
72862,[32185]
72865,[10946]
72901,"[12911, 1428]"
72903,[3449]
72910,"[16967, 29614, 13796]"
72912,"[26894, 2344]"
72948,"[5162, 65]"
72957,[20486]
72970,[3356]
72988,[35778]
72991,[5715]
73011,[17398]
73024,[6433]
73037,[10019]
73095,[3927]
73100,[5675]
73111,[22475]
73115,[14254]
73131,[7149]
73132,[28010]
73150,[20140]
73160,"[11407, 923, 8530]"
73196,[3927]
73208,"[31680, 195]"
73238,[33336]
73239,[582]
73269,"[13336, 2044]"
73271,[2954]
73289,[12911]
73294,[4869]
73318,"[30641, 4588, 9119, 9541, 19051, 35574]"
73321,"[28127, 1875, 16509, 1477]"
73332,[203]
73359,[23571]
73362,[3927]
73368,[1204]
73370,"[27838, 19483, 27632]"
73374,[24781]
73423,"[3902, 3951, 3914, 3913]"
73453,[14245]
73458,"[6244, 8392]"
73472,"[775, 9958, 34605, 8033]"
73487,[27531]
73491,"[1420, 21253, 21259]"
73504,[9581]
73508,[4350]
73516,[3927]
73525,"[8960, 13811, 929, 6261, 11695, 8936]"
73548,[15271]
73560,[29868]
73562,[904]
73565,[681]
73597,[14991]
73617,[31733]
73629,[13255]
73636,[6786]
73651,"[4254, 15039]"
73653,[35889]
73662,[5387]
73668,[5142]
73673,[9558]
73686,[15191]
73688,[3899]
73690,"[34953, 10938, 1158, 28085]"
73706,[3927]
73710,"[36052, 20443]"
73716,[8309]
73719,[14355]
73721,[8280]
73741,"[6080, 1009]"
73743,[2327]
73747,[22306]
73750,"[35184, 11676, 20941, 195, 558, 37274, 5736, 16578]"
73754,"[40135, 28572, 35751, 38417, 37498, 42083, 42594, 42817, 39479, 49010, 42697, 50115, 45863, 46194, 45901, 45879, 45886, 45956, 49741, 46003, 45934, 48412, 46142, 45874, 51306, 45985, 50444, 46381, 47081, 50089, 45959, 46195, 45955, 40980, 48374, 46217, 48156, 45889, 50040]"
73773,[5675]
73808,"[25033, 17383]"
73812,[1171]
73828,[10643]
73886,"[19882, 2443, 32798, 32799]"
73898,[9505]
73907,[3902]
73917,[8338]
73931,[1351]
73945,[2597]
73962,"[24266, 24929]"
73968,[17082]
73971,[2598]
73979,[36059]
73995,[15216]
74028,"[14166, 14146]"
74086,[141]
74097,"[128, 771, 8115, 53, 32744, 2330]"
74122,"[30412, 1079, 8485, 116, 31804]"
74153,"[1526, 1756, 1636]"
74161,"[91, 612, 115, 5217]"
74171,"[36059, 21198, 11441, 14329]"
74197,[22987]
74210,"[8134, 937]"
74244,[904]
74249,[112]
74252,[30089]
74288,[31595]
74289,[5519]
74308,[17456]
74357,"[1922, 24522]"
74367,[16509]
74373,[10484]
74390,[14224]
74402,[5498]
74409,"[3069, 24664]"
74415,[2673]
74416,[13209]
74445,[982]
74467,[28264]
74469,"[30886, 30889, 30888]"
74470,[2013]
74476,[1232]
74479,[22952]
74489,[5040]
74497,[10542]
74501,"[39, 787]"
74506,[32753]
74519,[5216]
74522,[2188]
74533,[4535]
74545,"[8530, 3875]"
74547,[57]
74561,[3670]
74595,[11661]
74620,"[3580, 4111]"
74638,"[35890, 35897, 35887, 35899]"
74642,[91]
74647,[1242]
74653,"[20931, 35386, 29318, 29316, 28786, 35701, 30878, 36083, 8037, 8027, 35035, 35039, 35038, 35749, 34691, 23937, 27998, 27999, 23928, 159, 9953, 30346, 34963, 28936, 22804, 36147, 35750, 36115, 27838, 36547, 28946, 23503, 27578, 36664, 36909, 36949, 21321, 37010, 34802, 27632, 43978, 30204, 42158, 41695, 8039, 39019, 41664, 41791, 42290, 37367, 34718, 44045, 44497, 19482, 42631, 28351, 42374, 19485, 42697, 39420, 9590, 8046, 42084]"
74668,[13809]
74671,[2691]
74676,[5675]
74679,"[2344, 15136]"
74694,[3935]
74696,"[31239, 36480, 13034, 16574, 6038]"
74697,[36454]
74708,[2168]
74713,[25555]
74717,[5206]
74719,"[36068, 30547]"
74738,[5404]
74754,[30258]
74762,[26541]
74788,"[9590, 32952]"
74795,[4683]
74840,[36062]
74874,"[21198, 21201, 21217]"
74899,"[9744, 9664]"
74908,[2005]
74913,[8085]
74928,[343]
74950,[2531]
74985,[18174]
74991,[4259]
75041,[26349]
75059,[32662]
75064,"[10541, 3305, 11417]"
75073,[35974]
75078,[30]
75150,"[28728, 34591, 34537, 36077]"
75163,[13127]
75197,[10384]
75212,"[743, 1717]"
75271,[3927]
75285,[59]
75364,[33982]
75372,[19468]
75388,[10759]
75400,"[3875, 195]"
75452,[4108]
75438,"[13006, 18868, 14486]"
75458,"[9971, 29702]"
75481,"[183, 1009, 930, 922]"
75496,[7587]
75507,"[2507, 22523, 2363, 37398]"
75510,[33142]
75528,[4477]
75538,[15675]
75558,[15858]
75573,"[3309, 5463]"
75578,[18283]
75590,[9636]
75605,[6296]
75608,[3927]
75610,[32688]
75611,[32754]
75613,[1242]
75622,[5512]
75624,[10216]
75636,"[36090, 30854]"
75650,[8307]
75658,"[22146, 136, 135, 4737, 4738, 4759]"
75689,[1150]
75690,[22692]
75694,"[27484, 35706]"
75716,[8292]
75739,[25735]
75745,[189]
75775,[939]
75804,[29]
75813,"[983, 1009, 184, 961, 6974, 70, 2145, 12255, 430, 129, 8348, 8468]"
75816,[5407]
75821,"[28060, 23947]"
75838,[63]
75848,[15005]
75851,"[547, 14077, 5675]"
75871,[15447]
75879,[3927]
75888,[22004]
75899,[19649]
75900,"[2008, 24177]"
75901,[25230]
75934,[5715]
75943,[33144]
75960,[2677]
76004,[548]
76011,[705]
76019,"[500, 188]"
76021,"[32813, 32812]"
76036,[1089]
76069,"[752, 15169, 2912, 63]"
76070,[32046]
76113,"[14234, 3443]"
76115,[1169]
76123,[29817]
76175,[13874]
76178,"[3532, 3462, 2957, 36242]"
76184,[8311]
76186,[6334]
76235,[6129]
76238,[14564]
76291,[3875]
76295,[32662]
76330,[110]
76345,[24000]
76371,[27381]
76401,[15386]
76417,"[893, 820, 1336]"
76418,[43011]
76419,[9505]
76424,[681]
76436,[14780]
76462,[25529]
76482,[25554]
76491,"[12943, 32755, 13668, 29079]"
76497,[13255]
76543,"[2494, 3309]"
76549,[566]
76560,[4542]
76579,[36107]
76588,[34777]
76591,[33000]
76603,[3927]
76618,"[2343, 853, 14]"
76641,"[8296, 12935, 27617]"
76698,[11639]
76699,"[5546, 15455]"
76701,[17246]
76712,[8307]
76714,"[1376, 1377]"
76717,[22475]
76742,[90]
76744,[26887]
76759,[22794]
76789,[4524]
76796,"[14758, 126]"
76800,[5386]
76804,[1092]
76809,[21307]
76812,"[33056, 27545]"
76830,"[16470, 32753, 16471]"
76896,[6081]
76905,[11825]
76909,[19697]
76929,[5206]
76964,[193]
76970,[5070]
76989,[1744]
76993,[2348]
76996,"[7353, 3349, 3348, 3313, 31412, 24742, 4681]"
76997,[17851]
77000,"[5395, 1371, 1366, 32442]"
77063,[145]
77066,[3927]
77079,[31518]
77085,[34898]
77102,[9744]
77107,[35461]
77203,[4593]
77212,[4594]
77223,[3272]
77240,[91]
77245,[8341]
77248,[6616]
77261,[5386]
77305,[5141]
77318,[9797]
77325,"[982, 25406]"
77332,[5560]
77351,"[30194, 115, 8481, 546, 8311]"
77370,[8292]
77386,[9591]
77434,[12]
77442,[11441]
77448,"[596, 2257, 36427, 3266, 3339]"
77452,[91]
77458,[24325]
77462,[20699]
77473,[7230]
77489,"[25619, 15247]"
77513,[5401]
77600,[4893]
77606,[891]
77614,"[33584, 17367, 11266]"
77626,[20846]
77629,"[7489, 1430]"
77636,[31324]
77642,[3927]
77644,"[20284, 10360]"
77645,[135]
77675,"[2004, 16742]"
77677,[26587]
77678,"[14681, 2184, 10350]"
77679,[5138]
77688,[15072]
77743,[28319]
77746,[5305]
77765,[19189]
77773,"[33205, 16545, 16587, 2946]"
77786,[5670]
77814,"[1759, 1412, 1437, 210]"
77819,[30999]
77837,[10274]
77858,[35025]
77875,[33414]
77876,[3585]
77887,[5122]
77891,[11]
77916,[5504]
77927,"[5164, 5170, 341, 5481, 3658]"
77930,"[17381, 93, 195]"
77954,[1922]
77959,[11742]
77962,[19562]
77972,[3341]
77978,[6]
77987,"[24775, 24774]"
77991,[89]
78016,[14790]
78023,[1336]
78046,"[136, 2005]"
78049,"[10610, 10696, 695]"
78059,[11439]
78067,"[13239, 32408]"
78074,[2094]
78099,[36276]
78103,[14758]
78105,[5117]
78146,[4841]
78147,[1981]
78159,"[25619, 27431]"
78166,[3875]
78200,[5350]
78237,[6134]
78254,[4537]
78257,[461]
78261,[17197]
78270,[3462]
78276,"[19688, 19310]"
78288,"[22624, 22599, 1079, 110]"
78297,[19924]
78300,[29705]
78305,[1400]
78307,[16509]
78335,"[35207, 8938]"
78336,[2677]
78365,[14779]
78369,"[22606, 181, 910, 22640]"
78394,[2347]
78431,[20458]
78441,[7651]
78450,[110]
78467,[32960]
78473,[4604]
78495,[976]
78510,"[13071, 11086, 7530]"
78517,[3927]
78538,[4556]
78549,[9796]
78555,"[75, 4454]"
78580,"[11279, 35107]"
78584,[29963]
78591,[3445]
78616,"[35184, 23166]"
78625,[19219]
78635,[35368]
78646,[30687]
78668,[36297]
78672,[5677]
78678,"[2531, 1849, 4436, 11371, 3443, 122, 4609, 3941]"
78684,[35368]
78703,"[4704, 23686]"
78720,[29813]
78740,[20980]
78748,[2797]
78752,[2445]
78758,"[3628, 5208, 2597]"
78771,[31376]
78799,[39276]
78809,"[125, 8315, 124, 195]"
78811,"[25159, 20137, 5116]"
78839,[5560]
78873,[16124]
78878,"[3883, 3885, 3889, 10542, 609]"
78891,"[80, 53, 193]"
78937,"[142, 186, 100]"
78942,[4231]
78944,"[2010, 2953]"
78950,[35145]
78982,[6922]
78997,[129]
78998,"[36111, 36112]"
79005,"[10836, 4610]"
79007,"[5227, 14487]"
79014,"[36112, 36366]"
79026,[8481]
79061,[5740]
79075,[21513]
79077,"[85, 9590]"
79079,[10947]
79095,[5560]
79112,[972]
79126,[7146]
79145,[63]
79170,[546]
79173,[3443]
79208,"[24452, 1634]"
79209,"[7149, 117]"
79212,"[5403, 1377]"
79215,"[19608, 19605, 19614, 19615, 19611, 19604, 19603, 19602, 19601]"
79225,[12634]
79230,[10700]
79231,[1862]
79232,"[4844, 5129]"
79246,[10350]
79296,[6671]
79302,[98]
79373,"[5646, 2439]"
79380,"[7594, 2376]"
79416,[193]
79417,[5524]
79427,"[5193, 9171, 9577, 9166]"
79448,[91]
79458,"[19076, 3960, 904, 4604, 34739, 1093]"
79467,"[8039, 35004]"
79470,"[32686, 19065, 19061]"
79492,[21414]
79498,[20198]
79504,[53]
79516,"[145, 9397]"
79526,[4568]
79535,"[18431, 6326, 18432, 6310]"
79550,"[9247, 9245]"
79564,[24696]
79578,[26589]
79583,[7953]
79593,[2462]
79617,"[6415, 816, 833, 796, 38, 41, 791]"
79626,[11420]
79630,"[24381, 24626]"
79631,[8268]
79653,"[8334, 6974, 7223]"
79655,"[30305, 24179]"
79664,[178]
79671,[953]
79680,[1106]
79691,[33836]
79698,"[12616, 12627, 12623]"
79705,"[24973, 35682]"
79711,[29456]
79725,[909]
79732,[15947]
79736,[18471]
79741,[4759]
79744,"[3259, 15163]"
79772,"[19041, 1276, 1288, 2217, 19858, 7901, 28345, 6562, 17078, 7911]"
79779,[24139]
79792,[2529]
79797,[5560]
79817,[16124]
79857,[30637]
79866,[35184]
79868,[31305]
79874,"[30803, 130]"
79886,[5848]
79914,[11282]
79917,"[24000, 288]"
79933,[12139]
79944,[7353]
79951,"[896, 94, 5675]"
79968,[26894]
79977,"[27238, 27183, 27497, 27375, 27246]"
80008,[90]
80054,[10747]
80057,[53]
80075,"[23120, 23772, 2507, 8530, 53]"
80078,"[16577, 17102, 17072]"
80082,[21908]
80089,[38961]
80110,[183]
80123,[10518]
80132,[2111]
80151,"[2703, 3778, 136, 5398, 1376]"
80169,"[6310, 5646, 21543]"
80174,[29233]
80179,[14800]
80181,[31923]
80182,"[5747, 13243]"
80197,[41]
80209,[5808]
80213,[4846]
80218,"[10350, 695]"
80221,[12943]
80226,[5122]
80235,[4726]
80276,[4255]
80284,[6671]
80290,[4310]
80298,[1242]
80327,"[13669, 36839, 36700, 36868]"
80329,[22546]
80333,"[15230, 12495]"
80354,"[3888, 5018, 36154, 36152, 36207, 23677, 23680, 109, 10270, 17674, 14847, 14869, 37743, 38262, 911, 36155, 26101, 34634, 38427, 30319, 36545, 27838, 78, 40289, 40290, 32337, 39534, 9554, 9557, 9559, 9565, 41701, 2190, 39573, 39555, 14002, 23364, 14330, 45274, 31412, 38271, 38961, 19481, 26582]"
80386,[9578]
80400,[9598]
80404,[4576]
80410,"[40148, 40149]"
80429,"[820, 786, 716]"
80431,[30288]
80434,"[4829, 35938, 35941]"
80458,[4427]
80473,[9739]
80481,"[29893, 13]"
80500,"[11680, 8530]"
80502,"[5347, 27612, 2004, 1105, 10039, 11008, 1108, 37187, 20502, 22535, 14246, 1169, 4521, 14231, 5740, 2576, 10131, 1833, 3805, 25566, 6370, 10081, 10142, 4433, 1847, 12199, 6411, 25708, 8238, 24598, 27614, 8698, 4743, 4250, 14056, 22711, 23491, 5644, 24555, 14097, 4894, 2462, 13224, 22653, 14232, 8462, 35305, 35917, 16180, 11018, 6106, 3301, 14216, 36469, 22651, 1747, 1437, 2015, 22587, 11413, 13265, 11042, 6427, 5557, 20767, 24279, 21347, 22875, 24019, 5574, 21349, 24035, 23235, 21752, 24505, 14250, 13229, 2577, 37430, 16749, 11396, 6351, 12638, 6381, 5475, 5810, 21975, 5568, 4776, 13329, 1419, 24224, 22491, 4868, 20695, 1399, 11420, 1934, 15647, 323, 1369, 15997, 14221, 4906, 2950, 5492, 10796, 2581, 1120, 2341, 6108, 6105, 15177, 36088, 6082, 2346, 5215, 24615, 1852, 12642, 22204, 1, 2163, 1779, 22453, 208, 23199, 23716, 30805, 38483, 3260, 1756, 21513, 12, 20458, 14251, 32514, 3, 3356, 6342, 5547, 1766, 23532, 1428, 4728, 4727, 137, 139, 4746, 2345, 4138, 1435, 11259, 11385, 2025, 11361, 2001, 38696, 27849, 39488, 28796, 6087, 4770, 6086, 25106, 4370, 5217, 1412, 142, 3656, 14, 430, 4401, 1366, 1370, 1362, 1371, 5399, 5389, 1365, 5386, 1368, 1363, 5387, 16017, 5393, 5388, 5893, 16029, 23409, 177]"
80545,[5560]
80553,"[4844, 5271]"
80564,[8310]
80573,[17195]
80577,"[6294, 36960]"
80586,[6671]
80590,[2492]
80627,[28671]
80644,[8468]
80699,[748]
80720,[20364]
80721,[9499]
80723,[14194]
80741,[8530]
80761,[6448]
80763,"[1412, 142]"
80764,"[5585, 6115, 6161, 10044, 35800, 31474, 5584, 5610, 5586, 5587, 6188, 6187, 5692, 36099, 2319, 9037, 9044]"
80772,[26589]
80794,"[8315, 548, 115, 116]"
80817,[24150]
80868,[33594]
80877,[1371]
80885,[5302]
80892,"[10542, 8334]"
80898,"[2913, 2919]"
80899,[9590]
80926,[2169]
80937,[23814]
80950,[8912]
80953,[17]
80959,[9158]
80975,[53]
80983,"[5070, 85]"
80990,[6671]
80992,"[100, 23040]"
80999,[1009]
81001,[431]
81007,[32442]
81042,"[5126, 5276, 25428, 5133]"
81056,[839]
81057,[16544]
81060,[7353]
81070,[5508]
81071,"[6179, 2163]"
81118,[24852]
81119,[1364]
81127,[7653]
81129,[19899]
81138,[30641]
81142,[24784]
81238,[5675]
81240,[5560]
81252,[2374]
81276,[580]
81279,"[139, 4857]"
81283,[7002]
81318,[1743]
81328,[26743]
81356,"[31801, 27617]"
81357,[17195]
81383,"[27428, 8783]"
81392,[2507]
81399,[8327]
81434,[1901]
81446,[4212]
81449,[22102]
81468,[13329]
81469,[29519]
81498,"[2014, 9577, 7223, 5192, 3007, 4226, 41349, 24754, 2393, 4233, 2459, 9169, 9470, 29572, 9781, 9172, 5128, 35678, 9573, 9171]"
81519,[24356]
81556,[4401]
81565,"[11556, 160]"
81590,[14538]
81626,"[4033, 29414]"
81642,"[6105, 2344, 4258]"
81643,[6959]
81662,"[64, 28455]"
81667,[9590]
81673,[10016]
81707,[681]
81715,[547]
81716,[4200]
81720,[4258]
81732,[8250]
81756,[19395]
81769,[5216]
81800,[704]
81815,[25739]
81860,"[23174, 109, 38356, 46381]"
81865,[14814]
81882,[2622]
81891,"[28680, 34710]"
81896,[126]
81909,[10164]
81922,[36695]
81949,[6794]
81961,"[7004, 7895]"
